DEVICEID||','||CONTRACTID||','||'"'||DESCRIPTION||'"'||','||LATITUDE||','||LONGITUDE                                                                                                                     
1561,QEWDE0110DER,"SB BURLOAK-EB QEW       ",43.39481945,-79.75611844                                                                                                                                      
1562,QEWDE0110DES,"E. OF APPLEBY LINE      ",43.38812021,-79.7640496                                                                                                                                       
1563,QEWDE0110DWR,"SB BURLOAK-WB QEW       ",43.39691569,-79.759004                                                                                                                                        
1564,QEWDE0110DWS,"W. OF BURLOAK           ",43.38824521,-79.76426527                                                                                                                                      
1565,QEWDE0111DES,"EAST OF APPLEBY         ",43.3881789,-79.7640213                                                                                                                                        
1566,QEWDE0111DWS,"EAST OF APPLEBY         ",43.38802351,-79.76443046                                                                                                                                      
1567,QEWDE0120DER,"NB BURLOAK-EB QEW       ",43.39366641,-79.75397731                                                                                                                                      
1568,QEWDE0120DES,"BURLOAK DRIVE           ",43.39300288,-79.75880185                                                                                                                                      
1569,QEWDE0120DWR,"NB BURLOAK-WB QEW       ",43.39577354,-79.75687148                                                                                                                                      
1570,QEWDE0120DWS,"W. OF BURLOAK           ",43.39228554,-79.75987564                                                                                                                                      
1571,QEWDE0121DER,"BURLOAK TO QEW EAST     ",43.39620031,-79.75444478                                                                                                                                      
1572,QEWDE0121DES,"BURLOAK DRIVE           ",43.39359378,-79.75822799                                                                                                                                      
1573,QEWDE0121DWS,"BURLOAK DRIVE           ",43.39208531,-79.76001345                                                                                                                                      
1574,QEWDE0125DWR,"BRONTE SB               ",43.41022641,-79.74081948                                                                                                                                      
1575,QEWDE0130DER,"BRONTE-EB QEW           ",43.40845373,-79.738292                                                                                                                                        
1576,QEWDE0130DES,"E. OF BURLOAK           ",43.39786939,-79.75354836                                                                                                                                      
1577,QEWDE0130DWR,"BRONTE-WB QEW           ",43.4128742,-79.73957193                                                                                                                                       
1578,QEWDE0130DWS,"E. OF BURLOAK           ",43.39764553,-79.75407754                                                                                                                                      
1579,QEWDE0131DES,"EAST OF BURLOAK         ",43.39658146,-79.75501516                                                                                                                                      
1580,QEWDE0131DWS,"EAST OF BURLOAK         ",43.39716903,-79.75452217                                                                                                                                      
1581,QEWDE0135DER,"THIRD LINE - QEW        ",43.4233038,-79.7247595                                                                                                                                        
1582,QEWDE0140DER,"THIRD LINE-EB QEW       ",43.42546697,-79.72305927                                                                                                                                      
1583,QEWDE0140DES,"E. OF BURLOAK           ",43.40173482,-79.74935278                                                                                                                                      
1584,QEWDE0140DWR,"THIRD LINE-WB QEW       ",43.42524292,-79.72714686                                                                                                                                      
1585,QEWDE0140DWS,"W. OF BRONTE            ",43.401846,-79.74953073                                                                                                                                        
1586,QEWDE0141DES,"EAST OF BURLOAK         ",43.40199788,-79.74909637                                                                                                                                      
1587,QEWDE0141DWS,"EAST OF BURLOAK         ",43.40042664,-79.75100487                                                                                                                                      
1588,QEWDE0145DWR,"3RD LINE - QEW SB       ",43.42497608,-79.72480807                                                                                                                                      
1589,QEWDE0150DER,"SB DORVAL - EB QEW      ",43.4456203,-79.70050544                                                                                                                                       
1590,QEWDE0150DES,"E. OF BURLOAK           ",43.40532799,-79.74549607                                                                                                                                      
1591,QEWDE0150DWR,"SB DORVAL - WB QEW      ",43.44525172,-79.7020736                                                                                                                                       
1592,QEWDE0150DWS,"W. OF BRONTE            ",43.40542048,-79.74565835                                                                                                                                      
1593,QEWDE0151DES,"EAST OF BURLOAK         ",43.40531547,-79.74540603                                                                                                                                      
1594,QEWDE0151DWS,"EAST OF BURLOAK         ",43.40439623,-79.7466667                                                                                                                                       
1595,QEWDE0160DER,"NB DORVAL - EB QEW      ",43.44758703,-79.69832785                                                                                                                                      
1596,QEWDE0160DWR,"NB DORVAL - WB QEW      ",43.44742376,-79.6997823                                                                                                                                       
1597,QEWDE0170DER,"SB TRAFALGAR - EB QEW   ",43.46000338,-79.68441328                                                                                                                                      
1598,QEWDE0170DES,"E. OF BRONTE            ",43.41189374,-79.73839162                                                                                                                                      
1599,QEWDE0170DWR,"SB TRAFALGAR - WB QEW   ",43.46036969,-79.68524499                                                                                                                                      
1600,QEWDE0170DWS,"E. OF BRONTE            ",43.41267803,-79.73776156                                                                                                                                      
1601,QEWDE0171DES,"EAST OF BRONTE          ",43.41162547,-79.73857817                                                                                                                                      
1602,QEWDE0171DWS,"EAST OF BRONTE          ",43.41224773,-79.73817183                                                                                                                                      
1603,QEWDE0180DER,"NB TRAFALGAR - EB QEW   ",43.46138586,-79.68278499                                                                                                                                      
1604,QEWDE0180DES,"E. OF BRONTE            ",43.41678504,-79.73298331                                                                                                                                      
1605,QEWDE0180DWR,"NB TRAFALGAR - WB QEW   ",43.4627315,-79.68309876                                                                                                                                       
1606,QEWDE0180DWS,"W. OF THIRD LINE        ",43.41690035,-79.73315924                                                                                                                                      
1607,QEWDE0181DES,"EAST OF BRONTE          ",43.41659173,-79.7332656                                                                                                                                       
1608,QEWDE0181DWS,"EAST OF BRONTE          ",43.41559044,-79.73454416                                                                                                                                      
1609,QEWDE0190DES,"THIRD LINE              ",43.4220034,-79.72722867                                                                                                                                       
1610,QEWDE0190DWS,"W. OF THIRD LINE        ",43.42210725,-79.72741264                                                                                                                                      
1611,QEWDE0191DES,"THIRD LINE              ",43.42220628,-79.72708402                                                                                                                                      
1612,QEWDE0191DWS,"THIRD LINE              ",43.42246314,-79.72697907                                                                                                                                      
1613,QEWDE0200DES,"E. OF THIRD LINE        ",43.42597249,-79.72282052                                                                                                                                      
1614,QEWDE0200DWS,"E. OF THIRD LINE        ",43.42609709,-79.72301362                                                                                                                                      
1615,QEWDE0201DES,"EAST OF 3RD LINE        ",43.42571094,-79.72328411                                                                                                                                      
1616,QEWDE0201DWS,"EAST OF 3RD LINE        ",43.42583754,-79.7232265                                                                                                                                       
1617,QEWDE0210DES,"EAST OF THIRD LINE      ",43.43250922,-79.71558574                                                                                                                                      
1618,QEWDE0210DWS,"WEST OF FOURTH LINE     ",43.43263604,-79.71576134                                                                                                                                      
1619,QEWDE0211DES,"EAST OF 3RD LINE        ",43.43460626,-79.71336084                                                                                                                                      
1620,QEWDE0211DWS,"EAST OF 3RD LINE        ",43.43404858,-79.7142104                                                                                                                                       
1621,QEWDE0220DES,"FOURTH LINE             ",43.4382124,-79.70926071                                                                                                                                       
1622,QEWDE0220DWS,"FOURTH LINE             ",43.43833452,-79.70944795                                                                                                                                      
1623,QEWDE0221DES,"FOURTH LINE             ",43.43772325,-79.7098585                                                                                                                                       
1624,QEWDE0221DWS,"FOURTH LINE             ",43.43890595,-79.70871096                                                                                                                                      
1625,QEWDE0230DES,"DORVAL                  ",43.44499215,-79.70167936                                                                                                                                      
1626,QEWDE0230DWS,"DORVAL                  ",43.44512985,-79.70187165                                                                                                                                      
1627,QEWDE0231DES,"DORVAL                  ",43.44503656,-79.70170345                                                                                                                                      
1628,QEWDE0231DWS,"DORVAL                  ",43.44526152,-79.70155677                                                                                                                                      
1629,QEWDE0240DES,"EAST OF DORVAL          ",43.44908721,-79.69698638                                                                                                                                      
1630,QEWDE0240DWS,"WEST OF DORVAL          ",43.44906483,-79.69724297                                                                                                                                      
1631,QEWDE0241DES,"EAST OF DORVAL          ",43.44799215,-79.6983919                                                                                                                                       
1632,QEWDE0241DWS,"EAST OF DORVAL          ",43.44800772,-79.69841336                                                                                                                                      
1633,QEWDE0250DES,"16 MILE CREEK           ",43.45447031,-79.6910804                                                                                                                                       
1634,QEWDE0250DWS,"WEST OF TRAFALGAR       ",43.45455202,-79.69121266                                                                                                                                      
1635,QEWDE0251DES,"16TH MILE CREEK         ",43.45425531,-79.69155467                                                                                                                                      
1636,QEWDE0251DWS,"16TH MILE CREEK         ",43.45437213,-79.69162978                                                                                                                                      
1637,QEWDE0260DES,"TRAFALGAR               ",43.45945465,-79.68568767                                                                                                                                      
1638,QEWDE0260DWS,"TRAFALGAR               ",43.46029533,-79.68502051                                                                                                                                      
1639,QEWDE0261DES,"TRAFALGAR               ",43.4594067,-79.6857564                                                                                                                                        
1640,QEWDE0261DWS,"TRAFALGAR               ",43.4606811,-79.68454458                                                                                                                                       
1641,QEWDE0270DES,"TRAFALGAR               ",43.46199476,-79.68292571                                                                                                                                      
1642,QEWDE0270DWS,"EAST OF TRAFALGAR       ",43.4630048,-79.68208261                                                                                                                                       
1643,QEWDE0271DES,"TRAFALGAR               ",43.46220636,-79.68277513                                                                                                                                      
1644,QEWDE0280DES,"EAST OF TRAFALGAR       ",43.46695801,-79.67755014                                                                                                                                      
1645,QEWDE0280DWS,"WEST OF ROYAL WINDSOR   ",43.46693764,-79.67792314                                                                                                                                      
1646,QEWDE0295DSR,"EB QEW-GUELPH LINE      ",43.35005549,-79.80557787                                                                                                                                      
1647,QEWDE0300DNR,"SB QEW- BRANT           ",43.34359915,-79.81892212                                                                                                                                      
1648,QEWDE0300DSR,"EB QEW - WALKERs LINE  ",43.36390182,-79.79026807                                                                                                                                       
1649,QEWDE0310DNR,"WB QEW-GUELPH LINE      ",43.35376945,-79.80262623                                                                                                                                      
1650,QEWDE0310DSR,"EB QEW-APPLEBY LINE     ",43.37868614,-79.77404836                                                                                                                                      
1651,QEWDE0320DNR,"WB QEW-WALKERS LINE     ",43.36852309,-79.78610967                                                                                                                                      
1652,QEWDE0320DSR,"EB QEW-BURLOAK DR       ",43.39280756,-79.7586905                                                                                                                                       
1653,QEWDE0330DNR,"WB QEW-APPLEBY          ",43.38350266,-79.76972801                                                                                                                                      
1654,QEWDE0330DSR,"EB QEW-BRONTE ROAD      ",43.41070665,-79.73929154                                                                                                                                      
1655,QEWDE0340DNR,"WB QEW-BURLOAK DR       ",43.39775218,-79.75426461                                                                                                                                      
1656,QEWDE0340DSR,"EB QEW-THIRD LINE       ",43.42189132,-79.72659763                                                                                                                                      
1657,QEWDE0350DER,"EB QEW - TRUCK STATION  ",43.43273317,-79.71508116                                                                                                                                      
1658,QEWDE0360DNR,"WB QEW- BRONTE          ",43.41321186,-79.73742268                                                                                                                                      
1659,QEWDE0360DSR,"EB QEW - DORVAL         ",43.44480556,-79.70146166                                                                                                                                      
1660,QEWDE0370DNR,"WB QEW-THIRD LINE       ",43.42626432,-79.72325516                                                                                                                                      
1661,QEWDE0370DSR,"EB QEW - TRAFALGAR      ",43.45933265,-79.6854497                                                                                                                                       
1662,QEWDE0380DWR,"WB QEW - TRUCK STATION  ",43.43276589,-79.71596907                                                                                                                                      
1663,QEWDE0390DNR,"WB QEW - DORVAL         ",43.44889106,-79.69764182                                                                                                                                      
1664,QEWDE0400DNR,"WB QEW - KERR ST        ",43.44907219,-79.69811473                                                                                                                                      
1665,QEWDE0410DNR,"WB QEW - TRAFALGAR      ",43.46314663,-79.6825914                                                                                                                                       
1666,QEWDN0010DNR,"HWY 2 WB - QEW NB       ",43.31552048,-79.8061752                                                                                                                                       
1667,QEWDN0010DNS,"N. OF HWY 2             ",43.31601048,-79.80868438                                                                                                                                      
1668,QEWDN0010DSR,"HWY 2 WB - QEW SB       ",43.31501724,-79.80942388                                                                                                                                      
1669,QEWDN0010DSS,"N. OF HWY 2             ",43.31587277,-79.80882708                                                                                                                                      
1670,QEWDN0020DNR,"HWY 2 EB - QEW NB       ",43.31593169,-79.80628511                                                                                                                                      
1671,QEWDN0020DNS,"N. OF HWY. 2            ",43.32232792,-79.8186807                                                                                                                                       
1672,QEWDN0020DSS,"S. OF FAIRVIEW          ",43.32211961,-79.81891804                                                                                                                                      
1673,QEWDN0020DWR,"QEW SB - HWY 2 WB       ",43.31501372,-79.80959189                                                                                                                                      
1674,QEWDN0030DER,"QEW NB- FAIRVIEW        ",43.32480363,-79.82220065                                                                                                                                      
1675,QEWDN0030DNS,"AT FAIRVIEW             ",43.32651501,-79.82436925                                                                                                                                      
1676,QEWDN0030DSR,"FAIRVIEW EB -QEW NB     ",43.32566651,-79.82414508                                                                                                                                      
1677,QEWDN0030DSS,"AT PLAINS RD.           ",43.32636106,-79.82465162                                                                                                                                      
1678,QEWDN0040DNR,"FAIRVIEW EB - QEW SB    ",43.32735689,-79.8248608                                                                                                                                       
1679,QEWDN0040DNS,"QEW NB AT FREEMAN       ",43.33302,-79.82859435                                                                                                                                         
1680,QEWDN0040DSR,"FAIRVIEW WB - QEW NB    ",43.32777786,-79.8260225                                                                                                                                       
1681,QEWDN0040DSS,"QEW SB AT FREEMAN       ",43.33297705,-79.82887498                                                                                                                                      
1682,QEWDN0050DNR,"FAIRVIEW WB - QEW SB    ",43.33002639,-79.82647671                                                                                                                                      
1683,QEWDN0050DNS,"QEW AT FREEMAN          ",43.33784272,-79.82817701                                                                                                                                      
1684,QEWDN0050DSS,"QEW AT FREEMAN          ",43.33794229,-79.82842522                                                                                                                                      
1685,QEWDN0060DNS,"S. OF BRANT             ",43.3406892,-79.82427423                                                                                                                                       
1686,QEWDN0060DSS,"S. OF BRANT             ",43.34090065,-79.82445306                                                                                                                                      
1687,QEWDN0070DNR,"QEW NB - 403 WB         ",43.33311277,-79.82796319                                                                                                                                      
1688,QEWDN0080DSR,"403EB-QEW SB            ",43.33305468,-79.82947016                                                                                                                                      
1689,QEWDN0090DSR,"403EB-FAIRVIEW          ",43.33323183,-79.83018317                                                                                                                                      
1690,QEWDN0100DER,"403WB-QEW NB            ",43.33678638,-79.82782876                                                                                                                                      
1691,QEWDN0110DWR,"SB QEW - 403 WB         ",43.34099156,-79.8245337                                                                                                                                       
1692,QEWDN0120DER,"403WB- QEW NB           ",43.34048578,-79.8240837                                                                                                                                       
1693,QEWDN0130DSR,"403WB-BRANT             ",43.34006707,-79.82365426                                                                                                                                      
1694,QEWDS0010DEF,"RED HILL - NB QEW       ",43.24813398,-79.76255584                                                                                                                                      
1695,QEWDS0010DNS,"S. OF HWY 2             ",43.30967199,-79.80349898                                                                                                                                      
1696,QEWDS0010DSR,"SB COLL. TO QEW SB      ",43.30952835,-79.80396991                                                                                                                                      
1697,QEWDS0010DSS,"S. OF HWY 2             ",43.30963016,-79.80371826                                                                                                                                      
1698,QEWDS0010DWF,"RED HILL CREEK EXPWY    ",43.2482262,-79.76261672                                                                                                                                       
1699,QEWDS0020DNS,"SKYWAY N. OF CANAL      ",43.30250235,-79.79936957                                                                                                                                      
1700,QEWDS0020DSR,"SERV ROAD - SB QEW      ",43.28761555,-79.79148386                                                                                                                                      
1701,QEWDS0020DSS,"SKYWAY N. OF CANAL      ",43.3024305,-79.79963279                                                                                                                                       
1702,QEWDS0025DNR,"QEW NB - SERV. ROAD     ",43.28692468,-79.79009219                                                                                                                                      
1703,QEWDS0030DNR,"BEACH BLVD - QEW NB     ",43.26559058,-79.77362053                                                                                                                                      
1704,QEWDS0030DNS,"SKYWAY S. OF CANAL      ",43.29495927,-79.79500356                                                                                                                                      
1705,QEWDS0030DSS,"SKYWAY S. OF CANAL      ",43.29487823,-79.79527583                                                                                                                                      
1706,QEWDS0030DWR,"QEW SB - WOODWARD       ",43.26200473,-79.77124681                                                                                                                                      
1707,QEWDS0040DNR,"BURLINGTON - QEW NB     ",43.25802384,-79.76736868                                                                                                                                      
1708,QEWDS0040DNS,"SKYWAY SOUTH APPROACH   ",43.28684634,-79.79033328                                                                                                                                      
1709,QEWDS0040DSS,"SKYWAY SOUTH APPROACH   ",43.28745322,-79.7909894                                                                                                                                       
1710,QEWDS0040DWR,"QEW - BURLINGTON        ",43.26022967,-79.76993006                                                                                                                                      
1711,QEWDS0045DSR,"SB QEW - RHCE           ",43.26032964,-79.76986504                                                                                                                                      
1712,QEWDS0047DNR,"BURLINGTON - WOODWARD   ",43.25863494,-79.77183354                                                                                                                                      
1713,QEWDS0050DER,"QEW NB - BURLINGTON     ",.03,.04                                                                                                                                                       
1714,QEWDS0050DNS,"QEW NORTH OF CMS 4      ",43.28189913,-79.78778276                                                                                                                                      
1715,QEWDS0050DSR,"BURLINGTON - QEW SB     ",43.25787843,-79.76793177                                                                                                                                      
1716,QEWDS0050DSS,"QEW NORTH OF CMS 4      ",43.28184821,-79.78802846                                                                                                                                      
1717,QEWDS0050DWR,"NB QEW - BURLINGTON ST  ",43.25742302,-79.76606697                                                                                                                                      
1718,QEWDS0055DER,"BURLINGTON - RHCE       ",43.25878969,-79.77112012                                                                                                                                      
1719,QEWDS0060DNR,"RHCE - QEW NB           ",43.24691943,-79.75821775                                                                                                                                      
1720,QEWDS0060DNS,"QEW SOUTH OF CMS 4      ",43.27643354,-79.78435483                                                                                                                                      
1721,QEWDS0060DSR,"QEW TO RED HILL EXPWY   ",43.251327,-79.76342231                                                                                                                                        
1722,QEWDS0060DSS,"QEW SOUTH OF CMS 4      ",43.27633494,-79.78457228                                                                                                                                      
1723,QEWDS0065DWR,"BURL ST - RED HILL EXPWY",43.2484423,-79.76323041                                                                                                                                       
1724,QEWDS0070DNS,"QEW SOUTH OF CMS 4      ",43.27150496,-79.77961119                                                                                                                                      
1725,QEWDS0070DSR,"SB QEW - CENTENNIAL PKWY",43.24777257,-79.76103147                                                                                                                                      
1726,QEWDS0070DSS,"QEW SOUTH OF CMS 4      ",43.27138327,-79.77982084                                                                                                                                      
1727,QEWDS0075DSR,"REDHILL CREEK-SB QEW    ",43.24795184,-79.76244754                                                                                                                                      
1728,QEWDS0080DNR,"NORTH SERVICE - NB QEW  ",43.24620983,-79.75625773                                                                                                                                      
1729,QEWDS0080DNS,"AT BEACH BLVD           ",43.26545883,-79.77384457                                                                                                                                      
1730,QEWDS0080DSR,"RHCE/HWY20 - QEW SB     ",43.24312148,-79.74562461                                                                                                                                      
1731,QEWDS0080DSS,"AT BEACH BLVD           ",43.2648813,-79.77358264                                                                                                                                       
1732,QEWDS0090DNR,"QEW NB- RHCE            ",43.24549219,-79.75259691                                                                                                                                      
1733,QEWDS0090DNS,"AT WOODWARD AVE         ",43.26218703,-79.77074423                                                                                                                                      
1734,QEWDS0090DSS,"AT WOODWARD AVE         ",43.26038225,-79.76952957                                                                                                                                      
1735,QEWDS0095DNR,"QEW NB - NORTH SERVICE  ",43.24531132,-79.75266442                                                                                                                                      
1736,QEWDS0100DNR,"QEW NB - RHCE/NSR       ",43.24354049,-79.74522712                                                                                                                                      
1737,QEWDS0100DNS,"AT BURLINGTON ST.       ",43.25793735,-79.76758608                                                                                                                                      
1738,QEWDS0100DSS,"AT BURLINGTON ST.       ",43.25779546,-79.76766364                                                                                                                                      
1739,QEWDS0110DNS,"NORTH OF RHCE           ",43.25147878,-79.76298048                                                                                                                                      
1740,QEWDS0110DSS,"AT RED HILL CREEK EXPWY ",43.25139453,-79.76323756                                                                                                                                      
1741,QEWDS0120DNS,"NORTH OF CENTENNIAL     ",43.24667864,-79.7583493                                                                                                                                       
1742,QEWDS0120DSS,"AT CENTENNIAL PKWY      ",43.24759073,-79.76026262                                                                                                                                      
1743,QEWDS0130DNS,"SOUTH OF CENTENNIAL     ",43.24498754,-79.75193013                                                                                                                                      
1744,QEWDS0130DSS,"S. OF CENTENNIAL PKWY   ",43.24482169,-79.75199179                                                                                                                                      
1745,QEWDS0140DNS,"NORTH OF GRAYS          ",43.24338497,-79.74528637                                                                                                                                      
1746,QEWDS0140DSS,"NEAR LAKE AVE           ",43.24321279,-79.7453511                                                                                                                                       
1747,QEWDS0150DNS,"AT GRAYS ROAD           ",43.24129784,-79.73663673                                                                                                                                      
1748,QEWDS0150DSS,"AT GRAYS ROAD           ",43.24113471,-79.73671532                                                                                                                                      
1749,QEWDS0160DNS,"AT MILLEN ROAD          ",43.239867,-79.73071388                                                                                                                                        
1750,QEWDS0160DSS,"AT MILLEN ROAD          ",43.23970883,-79.73077889                                                                                                                                      
1764,403DN0030DWR,"QEW NB to 403 WB",43.34027052,-79.82792616                                                                                                                                              
1785,401DE0527DSR,"404 HOV TUNNEL VDS 1",43.76892011,-79.3387717                                                                                                                                           
1786,401DE0525DSR,"404 HOV TUNNEL VDS 2",43.76881155,-79.33882535                                                                                                                                          
1787,401DE0520DWR,"404 HOV TUNNEL VDS 3",43.76871859,-79.3388468                                                                                                                                           
1788,401DE0518DWR,"404 HOV TUNNEL VDS 4",43.76861787,-79.33893263                                                                                                                                          
1789,401DE0516DWR,"404 HOV TUNNEL VDS 5",43.76846291,-79.90506506                                                                                                                                          
1790,401DE0514DWR,"404 HOV TUNNEL VDS 6",43.76835444,-79.3391794                                                                                                                                           
1791,401DE0512DWR,"404 HOV TUNNEL VDS 7",43.76830021,-79.33937252                                                                                                                                          
1792,401DE0510DWR,"404 HOV TUNNEL VDS 8",43.76825373,-79.33953345                                                                                                                                          
1876,410DN0250DES,"403 E/B West of Central Pkwy",43.6068443885036,-79.6377199888229                                                                                                                        
1877,410DN0251DES,"403 E/B West of Central Pkwy",43.6068754630447,-79.6377843618393                                                                                                                        
1878,410DN0240DWS,"403 W/B West of Central Pkwy",43.607139595996,-79.6378916501998                                                                                                                         
1879,410DN0241DWS,"403 W/B West of Central Pkwy",43.6071240587957,-79.6378916501998                                                                                                                        
1880,410DN0240DES,"403 E/B East of Hurontario",43.604140841976,-79.6406060457229                                                                                                                           
1881,410DN0241DES,"403 E/B East of Hurontario",43.6041563799469,-79.6406704187393                                                                                                                          
1882,410DN0310DER,"Hurontario N/B to 403 E/B ramp",43.6021752562967,-79.6424406766891                                                                                                                      
1883,410DN0230DWS,"403 W/B East of Hurontario",43.6025559478658,-79.6427196264267                                                                                                                          
1884,410DN0231DWS,"403 W/B East of Hurontario",43.6025248710933,-79.6426659822464                                                                                                                          
1885,410DN0300DWR,"Hurontario N/B to 403 W/B ramp",43.6014604819453,-79.6441680192947                                                                                                                      
1886,410DN0320DNR,"403 W/B to Hurontario ramp",43.6027113314874,-79.6435779333114                                                                                                                          
1887,410DN0230DES,"403 E/B West of Hurontario ",43.5992617206481,-79.6458309888839                                                                                                                         
1888,410DN0231DES,"403 E/B West of Hurontario ",43.5992850294931,-79.6458953619003                                                                                                                         
1889,410DN0290DER,"Hurontario S/B to 403 E/B ramp",43.599774513153,-79.6449619531631                                                                                                                       
1890,410DN0270DSR,"403 E/B to Hurontario ramp",43.5982594317695,-79.6465390920639                                                                                                                          
1891,410DN0220DWS,"403 W/B West of Hurontario ",43.5980341087153,-79.6476012468338                                                                                                                         
1892,410DN0221DWS,"403 W/B West of Hurontario ",43.5980030296071,-79.6475476026535                                                                                                                         
1893,410DN0280DWR,"Hurontario S/B to 403 W/B ramp",43.5984769842626,-79.6473330259323                                                                                                                      
1894,410DN0220DES,"403 E/B between Mavis and Hurontario",43.5922064952582,-79.6533626317977                                                                                                                
1895,410DN0221DES,"403 E/B between Mavis and Hurontario",43.5922298068362,-79.6534377336502                                                                                                                
1896,410DN0210DWS,"403 W/B between Mavis and Hurontario",43.5929052316056,-79.6530139446258                                                                                                                
1897,410DN0211DWS,"403 W/B between Mavis and Hurontario",43.5929052316056,-79.6530139446258                                                                                                                
